id,company,founder_name,founder_role,email,phone,website,city,category,size,employee_estimate,employee_estimate_source,platform,technologies,intent_score,grade,signal_families,strong_signals,growth_signals,buying_signals,pain_types,why,signal,subject,body,outreach_status,source
edd24c71-2b3c-51cd-9105-88253fd26515,Nicobar Soft Mid,,,care@nicobar.com,+91 8588000150,https://nicobar.com,New Delhi,fashion,,,,shopify,"['shopify', 'meta_pixel', 'google_ads', 'gtm']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,hiring_intent,growth_motion,ads_active,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_inbox,brand_inbox_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'hiring', 'evidence': 'Work with Us', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'expansion', 'evidence': 'now available in', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'now live', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm, meta_pixel', 'confidence': 0.8, 'source': 'homepage_html'}, {'type': 'hiring', 'evidence': 'Career Opportunities', 'confidence': 0.75, 'source': 'intent_page:/careers'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'hiring_with_support_gap', 'evidence': 'Hiring while support automation gap exists', 'confidence': 0.92, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site · Found 219 instances of return_policy references · Found 166 instances of shipping_info references · Found 77 instances of cod_available references · Found 6 instances of contact_page references · hiring: Work with Us · expansion: now available in · new_products: now live · advertising: Paid ads stack detected: google_ads, gtm, meta_pixel · Growing commerce/ads brand without chatbot automation · Returns/COD friction without chatbot coverage · Hiring while support automation gap exists · stack: shopify, meta_pixel, google_ads, gtm",live_discovery,,,ready,live_verified_enrichment
bcb15e01-098b-5a62-8bc8-0ee1aba371c3,Hammer,,,info@hammeronline.in,915625854214,https://hammeronline.in,New Delhi,electronics,,,,shopify,"['shopify', 'google_ads', 'gtm', 'shiprocket', 'razorpay', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,growth_motion,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_inbox,brand_inbox_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'expansion', 'evidence': 'PAN India', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'New Launch', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site · Found 334 instances of return_policy references · Found 33 instances of shipping_info references · Found 69 instances of cod_available references · Found 3 instances of contact_page references · expansion: PAN India · new_products: New Launch · advertising: Paid ads stack detected: google_ads, gtm · Growing commerce/ads brand without chatbot automation · Returns/COD friction without chatbot coverage · Ops/CRM stack present but no chatbot automation · stack: shopify, google_ads, gtm, shiprocket, razorpay, judgeme",live_discovery,,,ready,live_verified_enrichment
0c210682-0126-5ee5-945d-45eeb30b59b3,Leaf Studios,,,support@leafstudios.in,913631470425,https://leafstudios.in,Mumbai,electronics,,,,shopify,"['shopify', 'meta_pixel', 'google_ads', 'gtm', 'shiprocket', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,growth_motion,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_support_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'expansion', 'evidence': 'now available in', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm, meta_pixel', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site · Found 331 instances of return_policy references · Found 46 instances of shipping_info references · Found 21 instances of cod_available references · Found 2 instances of contact_page references · expansion: now available in · advertising: Paid ads stack detected: google_ads, gtm, meta_pixel · Growing commerce/ads brand without chatbot automation · Returns/COD friction without chatbot coverage · Ops/CRM stack present but no chatbot automation · stack: shopify, meta_pixel, google_ads, gtm, shiprocket, judgeme",live_discovery,,,ready,live_verified_enrichment
d28a1978-577d-517e-9852-f45ab20422ce,Mufti Jeans,,,support@muftijeans.in,+918976869174,https://muftijeans.in,Mumbai,fashion,,,,shopify,"['shopify', 'gtm', 'shiprocket']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,growth_motion,ads_active,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,brand_support_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'new_products', 'evidence': 'new collection', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: gtm', 'confidence': 0.8, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site · Found 317 instances of return_policy references · Found 17 instances of shipping_info references · Found 28 instances of cod_available references · Found 3 instances of contact_page references · new_products: new collection · advertising: Paid ads stack detected: gtm · Growing commerce/ads brand without chatbot automation · Returns/COD friction without chatbot coverage · Ops/CRM stack present but no chatbot automation · stack: shopify, gtm, shiprocket",live_discovery,,,ready,live_verified_enrichment
d1e3e260-658a-54f9-96b6-4f0c1cdc4cfe,The Summer House,,,thegoodfolk@thesummerhouse.in,912471751874,https://thesummerhouse.in,Bengaluru,fashion,,,,shopify,"['shopify', 'klaviyo', 'judgeme']",96.0,SALES_READY,"gap,growth,live,reach,stack","chat_gap,growth_motion,ops_stack,ops_pain,stack_plus_gap,ads_plus_automation_gap,high_intent_composite,phone_plus_context,live_gap_corroborated","[{'type': 'new_products', 'evidence': 'new collection', 'confidence': 0.75, 'source': 'homepage_html'}]","[{'type': 'automation_gap_on_ads_brand', 'evidence': 'Growing commerce/ads brand without chatbot automation', 'confidence': 0.9, 'source': 'derived'}, {'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'ops_stack_without_automation', 'evidence': 'Ops/CRM stack present but no chatbot automation', 'confidence': 0.78, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","No chatbot automation on site · Found 181 instances of return_policy references · Found 53 instances of shipping_info references · Found 24 instances of cod_available references · Found 2 instances of contact_page references · new_products: new collection · Growing commerce/ads brand without chatbot automation · Returns/COD friction without chatbot coverage · Ops/CRM stack present but no chatbot automation · stack: shopify, klaviyo, judgeme",live_discovery,,,ready,live_verified_enrichment
877d836f-10b9-5e14-813f-5f0ab9c9b899,Dressfolk,,,support@dressfolk.com,+919910709611,https://dressfolk.com,Mumbai,fashion,,,,shopify,"['shopify', 'meta_pixel', 'google_ads', 'gtm']",96.0,SALES_READY,"gap,growth,live,reach,stack","hiring_intent,growth_motion,ads_active,ops_pain,stack_plus_gap,high_intent_composite,brand_support_plus_cue,live_gap_corroborated","[{'type': 'hiring', 'evidence': '/careers', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'new_products', 'evidence': 'New Collection', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: google_ads, gtm, meta_pixel', 'confidence': 0.8, 'source': 'homepage_html'}, {'type': 'hiring', 'evidence': 'career opportunities', 'confidence': 0.75, 'source': 'intent_page:/pages/careers'}]",[],"['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']","Web chatbot present on site · Found 127 instances of return_policy references · Found 72 instances of shipping_info references · Found 56 instances of cod_available references · Found 2 instances of contact_page references · hiring: /careers · new_products: New Collection · advertising: Paid ads stack detected: google_ads, gtm, meta_pixel · hiring: career opportunities · stack: shopify, meta_pixel, google_ads, gtm",live_discovery,,,ready,live_verified_enrichment
160b6bc7-9832-5264-8c69-c0f33e5585ae,Jaypore Mid,,,hello@jaypore.com,,https://jaypore.com,New Delhi,fashion,,,,,[],79.0,SALES_READY,"gap,live,reach","chat_gap,ops_pain,brand_inbox,live_gap_corroborated",[],"[{'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}]","['return_policy', 'shipping_info', 'cod_available']",No chatbot automation on site · Found 1 instances of return_policy references · Found 1 instances of shipping_info references · Found 116 instances of cod_available references · Returns/COD friction without chatbot coverage,live_discovery,,,ready,live_verified_enrichment
8e2b77df-8795-5c50-a806-ba23c3474b48,AND Designs,,,care@andindia.com,+91 7303030343,https://andindia.com,Mumbai,fashion,,,,gtm,['gtm'],96.0,SALES_READY,"gap,growth,live,reach,stack","growth_motion,ads_active,ops_pain,high_intent_composite,brand_inbox,brand_inbox_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'new_products', 'evidence': 'New collection', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'advertising', 'evidence': 'Paid ads stack detected: gtm', 'confidence': 0.8, 'source': 'homepage_html'}]",[],"['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']",Web chatbot present on site · Found 52 instances of return_policy references · Found 42 instances of shipping_info references · Found 34 instances of cod_available references · Found 8 instances of contact_page references · new_products: New collection · advertising: Paid ads stack detected: gtm · stack: gtm,live_discovery,,,ready,live_verified_enrichment
f3e21dfa-7318-51b9-9288-efbecffa489c,FableStreet,,,care@fablestreet.com,,https://fablestreet.com,Gurugram,fashion,,,,shopify,['shopify'],96.0,SALES_READY,"gap,growth,live,reach,stack","hiring_intent,ops_pain,stack_plus_gap,high_intent_composite,brand_inbox,brand_inbox_plus_cue,live_gap_corroborated","[{'type': 'hiring', 'evidence': '/careers', 'confidence': 0.75, 'source': 'intent_page:/pages/careers'}, {'type': 'hiring', 'evidence': '/jobs', 'confidence': 0.75, 'source': 'intent_page:/pages/jobs'}]",[],"['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']",Web chatbot present on site · Found 41 instances of return_policy references · Found 12 instances of shipping_info references · Found 31 instances of cod_available references · Found 2 instances of contact_page references · hiring: /careers · hiring: /jobs · stack: shopify,live_discovery,,,ready,live_verified_enrichment
078307d9-c4be-5b5f-b70b-92cc42c5d0a9,WoodenStreet,,,support@woodenstreet.com,+91-9314444747,https://woodenstreet.com,Jaipur,home_decor,,,,,[],95.0,SALES_READY,"gap,growth,live,reach","chat_gap,hiring_intent,growth_motion,ops_pain,high_intent_composite,brand_support_plus_cue,phone_plus_context,live_gap_corroborated","[{'type': 'hiring', 'evidence': '/careers', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'expansion', 'evidence': 'PAN INDIA', 'confidence': 0.75, 'source': 'homepage_html'}, {'type': 'expansion', 'evidence': 'Pan India', 'confidence': 0.75, 'source': 'intent_page:/careers'}, {'type': 'hiring', 'evidence': 'Customer Care Executive', 'confidence': 0.85, 'source': 'intent_page:/careers'}]","[{'type': 'ops_support_gap', 'evidence': 'Returns/COD friction without chatbot coverage', 'confidence': 0.82, 'source': 'derived'}, {'type': 'hiring_with_support_gap', 'evidence': 'Hiring while support automation gap exists', 'confidence': 0.92, 'source': 'derived'}]","['faq_volume', 'return_policy', 'shipping_info', 'cod_available', 'contact_page']",No chatbot automation on site · Found 23 instances of return_policy references · Found 34 instances of shipping_info references · Found 32 instances of cod_available references · Found 1 instances of contact_page references · hiring: /careers · expansion: PAN INDIA · expansion: Pan India · hiring: Customer Care Executive · Returns/COD friction without chatbot coverage · Hiring while support automation gap exists,live_discovery,,,ready,live_verified_enrichment
